"index","customer_id","customer_state","highest_education","employment_status","gender","income","residence_type","marital_status","sales_channel","coverage","policy","vehicle_class","vehicle_size","monthly_premium","months_policy_active","months_since_last_claim","current_claim_amount","total_claims","total_claims_amount","customer_lifetime_value"
"2271","JL95389","California","Bachelor","Employed","Female","62922","Suburban","Married","Agent","Basic","Corporate","Luxury Car","Midsize","194","41","26","1547","3","3089","4865"
"2272","JM35350","California","Associate","Retired","Female","15648","Suburban","Married","Agent","Basic","Special","Two-Door Car","Midsize","73","56","29","1236","3","3006","1082"
"2273","JM47657","Oregon","High School","Medical Leave","Female","25965","Suburban","Divorced","Agent","Basic","Personal","Four-Door Car","Midsize","65","52","23","1712","2","1993","1387"
"2274","JM59803","California","Doctoral","Employed","Male","61776","Urban","Divorced","Agent","Basic","Personal","Two-Door Car","Midsize","73","21","9","2034","2","3145","-1612"
"2275","JM62924","Washington","Bachelor","Employed","Male","37534","Suburban","Married","Branch","Extended","Personal","Four-Door Car","Midsize","84","30","2","1802","2","2682","-162"
"2276","JM67025","Nevada","High School","Employed","Male","32630","Urban","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","66","56","26","1883","3","3545","151"
"2277","JM88889","California","High School","Employed","Female","46396","Urban","Married","Agent","Premium","Corporate","Four-Door Car","Midsize","103","45","11","2060","2","2905","1730"
"2278","JM93892","Arizona","Associate","Employed","Male","61006","Rural","Married","Branch","Basic","Corporate","Four-Door Car","Midsize","74","24","6","1750","2","2771","-995"
"2279","JM96431","Oregon","Associate","Employed","Male","54420","Suburban","Single","Call Center","Extended","Personal","Four-Door Car","Midsize","80","50","27","2329","2","3487","513"
"2280","JM98365","Nevada","Doctoral","Employed","Male","66156","Suburban","Married","Web","Basic","Personal","Four-Door Car","Midsize","72","35","11","1474","3","3404","-884"
"2281","JN10602","California","Master","Employed","Female","81785","Suburban","Divorced","Agent","Basic","Personal","Four-Door Car","Large","67","35","12","1275","3","2363","-18"
"2282","JN49891","Oregon","Associate","Employed","Male","94003","Suburban","Single","Call Center","Basic","Personal","Four-Door Car","Midsize","64","34","14","1913","3","3281","-1105"
"2283","JN51592","Arizona","Bachelor","Employed","Female","22497","Suburban","Married","Branch","Extended","Special","Luxury Car","Midsize","212","45","15","1258","2","1996","7544"
"2284","JN55850","California","Doctoral","Employed","Male","77235","Urban","Married","Branch","Extended","Personal","Two-Door Car","Midsize","87","23","2","1980","2","2733","-732"
"2285","JN69287","California","High School","Employed","Male","35033","Suburban","Married","Agent","Extended","Personal","Two-Door Car","Small","87","56","26","2257","2","2956","1916"
"2286","JN78502","Washington","High School","Employed","Female","25370","Suburban","Married","Web","Basic","Special","SUV","Small","116","51","21","1260","2","2459","3457"
"2287","JO13576","California","High School","Retired","Female","21861","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","69","20","3","1625","3","3733","-2353"
"2288","JO17193","Washington","Bachelor","Retired","Male","25905","Suburban","Divorced","Agent","Basic","Personal","Four-Door Car","Large","63","50","21","1401","3","3455","-305"
"2289","JO32686","Arizona","Bachelor","Medical Leave","Female","24992","Suburban","Married","Agent","Basic","Personal","SUV","Small","106","51","24","1075","3","2555","2851"
"2290","JO35068","Nevada","Bachelor","Retired","Male","18608","Suburban","Divorced","Web","Basic","Personal","Four-Door Car","Midsize","71","42","13","1759","2","2459","523"
"2291","JO60130","California","High School","Employed","Male","81082","Urban","Married","Agent","Basic","Personal","Four-Door Car","Large","73","36","5","1775","3","3027","-399"
"2292","JO63956","California","Associate","Employed","Male","83365","Suburban","Married","Branch","Basic","Personal","SUV","Midsize","109","39","27","1823","3","3395","856"
"2293","JO64353","Oregon","High School","Employed","Female","20269","Suburban","Married","Agent","Basic","Personal","Two-Door Car","Small","66","48","14","1133","3","1713","1455"
"2294","JO75190","Nevada","Bachelor","Employed","Male","43963","Suburban","Married","Agent","Basic","Corporate","SUV","Midsize","110","41","25","2389","2","3028","1482"
"2295","JO90877","Washington","Bachelor","Employed","Female","70974","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Large","71","35","15","1321","2","2069","416"
"2296","JO98946","Oregon","Bachelor","Employed","Male","31796","Suburban","Divorced","Agent","Basic","Personal","Four-Door Car","Midsize","68","53","27","1887","2","2692","912"
"2297","JP10227","California","Associate","Employed","Male","88340","Suburban","Married","Branch","Premium","Corporate","Two-Door Car","Midsize","102","29","16","2176","2","2754","204"
"2298","JP12645","Arizona","Bachelor","Employed","Male","44428","Suburban","Single","Call Center","Basic","Personal","SUV","Midsize","104","40","17","1644","2","2412","1748"
"2299","JP22499","California","Bachelor","Employed","Male","43285","Urban","Single","Web","Extended","Corporate","Two-Door Car","Midsize","83","62","35","2024","2","2674","2472"
"2300","JP27787","Oregon","Associate","Employed","Female","65775","Rural","Divorced","Agent","Basic","Personal","Four-Door Car","Midsize","72","45","16","1032","3","2238","1002"
"2301","JP28293","California","Doctoral","Employed","Female","57240","Rural","Married","Call Center","Extended","Corporate","Four-Door Car","Midsize","83","44","18","1127","2","2001","1651"
"2302","JP30654","Oregon","Associate","Employed","Female","48412","Suburban","Single","Agent","Basic","Personal","SUV","Midsize","104","36","15","1472","3","2994","750"
"2303","JP35025","California","Master","Disabled","Female","23726","Suburban","Divorced","Call Center","Basic","Corporate","Four-Door Car","Small","74","31","1","1538","3","3324","-1030"
"2304","JP41935","Washington","High School","Employed","Male","20128","Suburban","Married","Branch","Basic","Personal","Four-Door Car","Midsize","70","51","28","1852","2","2977","593"
"2305","JP52554","California","Bachelor","Medical Leave","Female","17449","Urban","Divorced","Agent","Basic","Corporate","Four-Door Car","Midsize","71","34","16","1393","3","2819","-405"
"2306","JP55271","Oregon","High School","Employed","Female","80046","Rural","Married","Call Center","Extended","Personal","SUV","Small","132","24","4","1142","3","2956","212"
"2307","JP64518","Nevada","Bachelor","Employed","Male","21629","Suburban","Divorced","Call Center","Basic","Corporate","Two-Door Car","Small","62","36","19","2199","4","4527","-2295"
"2308","JP69864","Washington","Bachelor","Retired","Female","24910","Suburban","Single","Branch","Basic","Personal","Four-Door Car","Midsize","63","22","7","1352","2","1896","-510"
"2309","JP69867","Nevada","Associate","Employed","Male","61725","Suburban","Divorced","Call Center","Premium","Personal","Four-Door Car","Large","106","37","7","1683","2","2493","1429"
"2310","JP82211","California","Associate","Employed","Female","59744","Urban","Married","Agent","Basic","Personal","SUV","Small","105","30","1","1683","3","3429","-279"
"2311","JP88955","Oregon","High School","Employed","Male","30525","Urban","Single","Call Center","Basic","Personal","Sports Car","Small","115","52","24","1847","2","2803","3177"
"2312","JP94676","Oregon","Bachelor","Employed","Female","34115","Urban","Married","Agent","Basic","Personal","SUV","Midsize","119","29","6","2237","2","3196","255"
"2313","JQ29969","Oregon","Bachelor","Employed","Female","59038","Suburban","Married","Agent","Premium","Personal","Two-Door Car","Midsize","105","32","0","1205","1","1205","2155"
"2314","JQ35849","California","High School","Employed","Male","24254","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","68","28","11","1515","2","2190","-286"
"2315","JQ65500","Oregon","Bachelor","Employed","Female","44988","Suburban","Married","Web","Premium","Corporate","Two-Door Car","Midsize","108","58","30","1332","2","2387","3877"
"2316","JQ66292","Oregon","Master","Employed","Female","35705","Suburban","Single","Agent","Basic","Personal","Two-Door Car","Small","65","31","19","1469","2","2367","-352"
"2317","JQ70222","Washington","High School","Employed","Female","53055","Suburban","Single","Call Center","Basic","Personal","SUV","Small","112","42","30","1225","4","3706","998"
"2318","JQ81164","California","Associate","Disabled","Female","26628","Suburban","Married","Agent","Extended","Corporate","Two-Door Car","Large","85","44","15","1131","2","2167","1573"
"2319","JQ93340","Nevada","High School","Employed","Male","83208","Urban","Married","Call Center","Basic","Special","Four-Door Car","Small","68","26","10","1950","2","2425","-657"
"2320","JR10216","California","Bachelor","Retired","Female","21959","Suburban","Married","Web","Basic","Corporate","Four-Door Car","Small","71","16","0","1212","1","1212","-76"
"2321","JR22900","California","Associate","Employed","Female","36153","Urban","Married","Agent","Basic","Corporate","Sports Car","Midsize","117","62","27","1654","2","2322","4932"
"2322","JR34589","Nevada","High School","Employed","Female","21236","Rural","Married","Call Center","Extended","Personal","SUV","Midsize","123","32","3","1301","3","3297","639"
"2323","JR38787","Nevada","High School","Disabled","Male","24561","Suburban","Married","Branch","Extended","Personal","SUV","Small","126","23","1","1746","3","2682","216"
"2324","JR59597","California","Bachelor","Employed","Male","50843","Suburban","Single","Call Center","Extended","Personal","Two-Door Car","Small","82","34","12","1774","2","2845","-57"
"2325","JR62870","California","High School","Employed","Male","41438","Urban","Single","Branch","Basic","Personal","Two-Door Car","Midsize","72","33","8","1827","2","2263","113"
"2326","JR72064","Arizona","High School","Employed","Male","44656","Suburban","Married","Branch","Basic","Personal","Two-Door Car","Midsize","70","25","2","1523","2","2129","-379"
"2327","JR82641","Arizona","Master","Employed","Male","52965","Rural","Married","Agent","Extended","Personal","SUV","Midsize","134","30","6","1610","3","2542","1478"
"2328","JR84006","Washington","High School","Employed","Male","74624","Suburban","Married","Branch","Basic","Personal","Four-Door Car","Midsize","62","50","16","1490","2","2105","995"
"2329","JR89623","California","High School","Employed","Female","76025","Rural","Married","Branch","Basic","Corporate","Four-Door Car","Midsize","67","51","29","1245","3","2313","1104"
"2330","JS12902","Oregon","High School","Medical Leave","Female","24732","Rural","Married","Branch","Basic","Corporate","Sports Car","Midsize","107","34","18","1082","2","2034","1604"
"2331","JS19054","Oregon","Bachelor","Employed","Female","38821","Suburban","Single","Agent","Extended","Personal","Two-Door Car","Small","87","29","14","1263","2","1922","601"
"2332","JS36743","California","Bachelor","Employed","Male","54753","Suburban","Single","Agent","Basic","Personal","Four-Door Car","Midsize","61","21","5","1973","2","3130","-1849"
"2333","JS42382","Oregon","Master","Employed","Male","99960","Suburban","Married","Agent","Extended","Corporate","Four-Door Car","Small","76","31","19","1450","2","2478","-122"
"2334","JS43228","California","Associate","Employed","Male","49088","Suburban","Married","Branch","Extended","Corporate","Four-Door Car","Small","97","26","4","1932","2","2874","-352"
"2335","JS53793","Arizona","Doctoral","Employed","Female","25036","Suburban","Married","Agent","Basic","Corporate","Four-Door Car","Large","61","24","11","1242","3","2924","-1460"
"2336","JS55721","California","Associate","Disabled","Male","12495","Suburban","Divorced","Call Center","Basic","Personal","Four-Door Car","Midsize","65","67","32","1618","2","2281","2074"
"2337","JS58659","Nevada","Bachelor","Employed","Male","76558","Urban","Married","Agent","Basic","Special","Four-Door Car","Midsize","74","30","2","1941","3","4733","-2513"
"2338","JS64688","Oregon","High School","Employed","Male","48608","Suburban","Divorced","Agent","Basic","Personal","Four-Door Car","Midsize","67","47","18","2553","2","3699","-550"
"2339","JS76871","Oregon","High School","Employed","Male","62082","Rural","Married","Agent","Basic","Corporate","Four-Door Car","Midsize","72","42","15","1986","2","2767","257"
"2340","JS90115","Nevada","High School","Employed","Female","64559","Rural","Divorced","Agent","Basic","Personal","Four-Door Car","Midsize","62","56","31","1315","3","2415","1057"
"2341","JT27173","California","Associate","Employed","Male","42633","Urban","Married","Agent","Basic","Corporate","SUV","Midsize","101","35","4","1849","3","3579","-44"
"2342","JT52858","Oregon","Bachelor","Employed","Female","99002","Suburban","Married","Branch","Premium","Personal","Four-Door Car","Midsize","112","65","33","1210","2","1776","5504"
"2343","JT64945","California","Associate","Employed","Female","65024","Urban","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","67","31","17","1909","3","2885","-808"
"2344","JT69863","Arizona","Bachelor","Medical Leave","Male","16258","Suburban","Married","Branch","Basic","Personal","Two-Door Car","Midsize","64","37","13","1726","2","2579","-211"
"2345","JU19953","California","Master","Employed","Female","81947","Urban","Married","Branch","Basic","Personal","Two-Door Car","Midsize","71","44","12","1929","3","3267","-143"
"2346","JU64043","Oregon","Master","Employed","Male","49414","Rural","Single","Agent","Basic","Personal","Four-Door Car","Large","68","27","8","1647","2","2626","-790"
"2347","JU72142","Oregon","Bachelor","Employed","Male","61225","Urban","Married","Call Center","Basic","Personal","SUV","Small","117","32","3","1981","3","3515","229"
"2348","JU74347","Oregon","Bachelor","Employed","Male","60214","Urban","Married","Agent","Basic","Corporate","Sports Car","Small","100","40","8","1738","3","3368","632"
"2349","JU87932","Oregon","Bachelor","Employed","Female","30406","Suburban","Married","Web","Basic","Personal","Four-Door Car","Midsize","73","57","29","1216","2","2075","2086"
"2350","JU93290","Arizona","Associate","Medical Leave","Female","21708","Suburban","Divorced","Web","Basic","Personal","Four-Door Car","Midsize","68","46","28","1445","2","2216","912"
"2351","JV13438","Oregon","High School","Employed","Male","98693","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Small","61","36","7","1964","2","2707","-511"
"2352","JV40853","California","High School","Employed","Female","61886","Suburban","Divorced","Branch","Extended","Personal","Two-Door Car","Small","87","15","3","1269","2","2326","-1021"
"2353","JV63229","Arizona","Bachelor","Employed","Male","81957","Suburban","Divorced","Branch","Extended","Personal","Four-Door Car","Midsize","86","44","23","1668","2","2526","1258"
"2354","JV68002","Washington","Associate","Retired","Male","23091","Suburban","Married","Agent","Extended","Corporate","Four-Door Car","Midsize","96","48","28","1795","2","3091","1517"
"2355","JV79596","Oregon","Bachelor","Disabled","Female","27627","Suburban","Married","Call Center","Basic","Special","Two-Door Car","Small","63","33","10","1151","2","2098","-19"
"2356","JV89183","Oregon","Bachelor","Employed","Male","51425","Urban","Married","Agent","Premium","Personal","Four-Door Car","Large","119","64","32","2109","2","2838","4778"
"2357","JV97593","California","Bachelor","Employed","Female","92653","Suburban","Married","Agent","Extended","Personal","Four-Door Car","Midsize","83","47","15","1397","2","2173","1728"
"2358","JV99867","California","Bachelor","Employed","Female","65448","Suburban","Married","Agent","Extended","Special","Four-Door Car","Midsize","94","45","28","1148","2","1833","2397"
"2359","JW12998","California","High School","Employed","Female","24279","Suburban","Married","Branch","Extended","Personal","Sports Car","Midsize","126","30","16","1122","2","1987","1793"
"2360","JW15301","Arizona","High School","Medical Leave","Male","24664","Suburban","Married","Agent","Basic","Corporate","Four-Door Car","Midsize","69","41","12","1622","3","3060","-231"
"2361","JW15941","California","Master","Employed","Male","97832","Rural","Married","Web","Extended","Personal","Two-Door Car","Midsize","95","32","5","1490","2","2587","453"
"2362","JW16295","California","High School","Employed","Female","55510","Suburban","Divorced","Web","Extended","Personal","Two-Door Car","Midsize","89","28","1","1310","2","2169","323"
"2363","JW21133","California","Bachelor","Medical Leave","Male","18820","Suburban","Married","Branch","Extended","Personal","Two-Door Car","Small","95","25","3","1338","3","2982","-607"
"2364","JW30054","Oregon","High School","Employed","Male","71034","Suburban","Married","Branch","Premium","Corporate","Four-Door Car","Midsize","103","59","26","2104","2","2859","3218"
"2365","JW33458","California","Master","Employed","Female","92254","Urban","Married","Call Center","Basic","Corporate","Four-Door Car","Midsize","70","29","7","2177","4","5495","-3465"
"2366","JW44963","Arizona","Associate","Employed","Female","55483","Urban","Single","Web","Basic","Personal","Four-Door Car","Midsize","70","41","26","1705","2","2671","199"
"2367","JW58698","Oregon","Associate","Employed","Female","70277","Rural","Married","Web","Extended","Personal","Four-Door Car","Small","80","40","23","1151","2","1940","1260"
"2368","JW62354","Nevada","Associate","Employed","Female","75648","Rural","Married","Branch","Basic","Personal","SUV","Large","108","50","28","1320","3","3468","1932"
"2369","JW70372","Arizona","Doctoral","Employed","Female","61233","Rural","Married","Branch","Extended","Personal","Four-Door Car","Midsize","89","45","27","1182","2","1766","2239"
"2370","JW87443","Oregon","Associate","Employed","Female","72608","Suburban","Married","Agent","Extended","Personal","Four-Door Car","Midsize","82","53","26","1192","2","1845","2501"
"2371","JW94491","California","Associate","Retired","Male","25251","Suburban","Divorced","Web","Basic","Personal","Four-Door Car","Midsize","66","25","13","1642","2","2378","-728"
"2372","JX14364","Oregon","Associate","Employed","Male","39778","Suburban","Married","Call Center","Basic","Personal","SUV","Midsize","112","54","23","1676","3","3504","2544"
"2373","JX26859","California","Doctoral","Employed","Male","31278","Suburban","Married","Branch","Extended","Personal","Two-Door Car","Midsize","92","56","24","1643","2","2344","2808"
"2374","JX27737","California","Associate","Employed","Male","32356","Urban","Married","Agent","Premium","Personal","Two-Door Car","Midsize","117","43","11","1964","2","2848","2183"
"2375","JX50349","Oregon","Associate","Employed","Female","63860","Urban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","62","47","26","1947","4","4119","-1205"
"2376","JX52708","California","Bachelor","Medical Leave","Male","25617","Suburban","Divorced","Call Center","Basic","Personal","Two-Door Car","Midsize","63","40","22","1500","2","2722","-202"
"2377","JX68983","Oregon","Bachelor","Employed","Male","94648","Suburban","Divorced","Branch","Basic","Personal","Four-Door Car","Midsize","69","31","19","2165","3","3465","-1326"
"2378","JX76668","Washington","High School","Employed","Female","62935","Rural","Married","Agent","Premium","Personal","Sports Car","Small","141","63","29","1283","3","2115","6768"
"2379","JX78176","California","Bachelor","Employed","Female","55805","Urban","Married","Branch","Extended","Personal","Four-Door Car","Midsize","99","43","16","1683","2","2587","1670"
"2380","JX88012","Oregon","Associate","Employed","Female","98350","Urban","Married","Agent","Basic","Corporate","SUV","Midsize","101","27","14","1888","3","2892","-165"
"2381","JX93039","Washington","Associate","Employed","Female","40171","Urban","Married","Call Center","Extended","Personal","SUV","Midsize","123","43","13","1911","2","2561","2728"
"2382","JY16280","California","High School","Employed","Female","43860","Rural","Single","Agent","Basic","Personal","Four-Door Car","Midsize","65","41","15","1020","2","1705","960"
"2383","JY27336","Oregon","Associate","Employed","Female","85840","Rural","Married","Agent","Basic","Corporate","SUV","Midsize","102","36","14","1467","2","2564","1108"
"2384","JY42899","California","Bachelor","Medical Leave","Male","26334","Suburban","Single","Agent","Basic","Personal","Two-Door Car","Midsize","71","28","9","1343","3","2999","-1011"
"2385","JY45326","Oregon","Associate","Employed","Male","52380","Suburban","Married","Call Center","Basic","Personal","Luxury SUV","Small","186","52","27","2172","3","3522","6150"
"2386","JY45873","Washington","Bachelor","Employed","Female","48567","Suburban","Single","Agent","Extended","Corporate","SUV","Midsize","130","43","12","1189","2","1974","3616"
"2387","JY67916","Oregon","Associate","Medical Leave","Male","21513","Suburban","Married","Branch","Premium","Personal","Two-Door Car","Small","119","49","21","1679","2","2485","3346"
"2388","JY87538","Oregon","Associate","Employed","Female","91871","Urban","Single","Web","Basic","Personal","SUV","Midsize","102","21","5","1570","3","2986","-844"
"2389","JY90595","Arizona","High School","Medical Leave","Male","16042","Suburban","Married","Agent","Basic","Personal","Two-Door Car","Midsize","73","58","33","1517","3","2805","1429"
"2390","JY97451","California","Associate","Disabled","Female","16976","Urban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","69","41","23","1461","2","2221","608"
"2391","JZ15681","California","High School","Employed","Male","37843","Urban","Divorced","Agent","Extended","Personal","Four-Door Car","Midsize","92","31","2","1756","2","2828","24"
"2392","JZ16164","Oregon","Bachelor","Disabled","Female","22565","Suburban","Married","Agent","Extended","Personal","SUV","Small","132","24","0","1357","1","1357","1811"
"2393","JZ22920","Arizona","Master","Employed","Male","29606","Suburban","Married","Agent","Extended","Personal","Four-Door Car","Midsize","81","67","33","1745","2","2187","3240"
"2394","JZ23377","Oregon","Associate","Employed","Female","48367","Suburban","Married","Branch","Premium","Personal","SUV","Midsize","161","25","10","1135","2","1901","2124"
"2395","JZ28301","Oregon","Associate","Employed","Female","35011","Urban","Married","Call Center","Basic","Personal","Four-Door Car","Large","70","20","7","2027","2","2570","-1170"
"2396","JZ28710","California","Associate","Employed","Male","61417","Urban","Married","Call Center","Basic","Personal","Two-Door Car","Midsize","65","32","6","2057","3","3545","-1465"
"2397","JZ31045","California","Associate","Employed","Female","97719","Urban","Married","Branch","Basic","Personal","Four-Door Car","Midsize","67","35","6","1430","2","2502","-157"
"2398","JZ54775","Arizona","Bachelor","Employed","Female","27688","Suburban","Married","Agent","Extended","Personal","Four-Door Car","Small","92","39","8","1154","2","1883","1705"
"2399","JZ61422","Nevada","Associate","Employed","Female","96668","Suburban","Single","Agent","Basic","Personal","Four-Door Car","Midsize","66","37","2","1367","3","2743","-301"
"2400","JZ61712","Nevada","Bachelor","Employed","Male","97576","Suburban","Married","Call Center","Extended","Personal","Two-Door Car","Large","83","29","1","1827","2","2373","34"
"2401","JZ61928","California","Associate","Medical Leave","Male","22520","Suburban","Married","Branch","Basic","Corporate","Four-Door Car","Midsize","73","51","17","1828","4","4660","-937"
"2402","JZ63423","Arizona","Associate","Employed","Male","67431","Suburban","Divorced","Call Center","Extended","Personal","SUV","Large","136","52","28","2093","2","3044","4028"
"2403","JZ76788","Nevada","Associate","Employed","Male","29385","Suburban","Single","Agent","Extended","Personal","Two-Door Car","Small","88","30","18","2416","2","3294","-654"
"2404","JZ81608","Oregon","High School","Employed","Male","53808","Rural","Married","Branch","Extended","Personal","Four-Door Car","Midsize","88","50","26","1543","3","2893","1507"
"2405","KA13067","Oregon","High School","Employed","Male","77512","Urban","Divorced","Branch","Basic","Corporate","SUV","Small","104","20","2","1900","3","4016","-1936"
"2406","KA25468","California","Master","Employed","Male","46177","Suburban","Married","Web","Basic","Personal","Four-Door Car","Small","61","29","8","1836","2","2798","-1029"
"2407","KA29693","California","Associate","Medical Leave","Male","16266","Suburban","Married","Web","Basic","Special","SUV","Midsize","100","40","11","1548","3","3282","718"
"2408","KA58700","Nevada","Associate","Employed","Male","44712","Suburban","Single","Agent","Extended","Corporate","Four-Door Car","Midsize","82","36","19","1362","3","3062","-110"
"2409","KA61892","Arizona","Associate","Retired","Male","28142","Suburban","Married","Agent","Basic","Personal","Sports Car","Midsize","105","40","18","1448","3","3726","474"
"2410","KA62636","Oregon","High School","Employed","Male","97917","Urban","Single","Agent","Basic","Personal","Two-Door Car","Midsize","67","44","14","1863","2","2686","262"
"2411","KA77514","Washington","High School","Employed","Male","34865","Urban","Married","Call Center","Basic","Corporate","Four-Door Car","Midsize","69","37","15","1948","2","2497","56"
"2412","KA95160","Arizona","Master","Employed","Female","89918","Urban","Divorced","Web","Basic","Personal","SUV","Midsize","115","45","14","1826","3","3426","1749"
"2413","KA95976","California","High School","Employed","Female","80550","Urban","Married","Branch","Basic","Personal","Four-Door Car","Midsize","68","32","16","1892","2","2375","-199"
"2414","KA98111","Washington","Bachelor","Employed","Male","22475","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Large","64","38","25","1745","2","2510","-78"
"2415","KB18303","California","Associate","Employed","Male","62464","Urban","Married","Agent","Basic","Corporate","Sports Car","Midsize","109","59","23","1730","3","3816","2615"
"2416","KB20508","California","Associate","Medical Leave","Male","11033","Suburban","Married","Branch","Extended","Special","Two-Door Car","Large","97","60","27","1520","2","2248","3572"
"2417","KB25170","Washington","Doctoral","Employed","Female","88059","Rural","Married","Call Center","Basic","Personal","Four-Door Car","Small","63","34","15","1196","2","2040","102"
"2418","KB35786","Oregon","Bachelor","Medical Leave","Male","20284","Suburban","Single","Agent","Basic","Personal","Four-Door Car","Midsize","65","46","14","1525","2","2585","405"
"2419","KB42322","California","Bachelor","Employed","Female","70829","Suburban","Divorced","Web","Extended","Personal","Four-Door Car","Midsize","85","26","14","1035","3","2893","-683"
"2420","KB44286","Oregon","High School","Employed","Female","64403","Rural","Single","Agent","Basic","Corporate","Luxury SUV","Small","198","45","11","1374","3","2768","6142"
"2421","KB50999","California","Associate","Employed","Female","27568","Urban","Married","Call Center","Basic","Personal","Two-Door Car","Midsize","68","20","0","1545","1","1545","-185"
"2422","KB53430","Oregon","High School","Retired","Male","27972","Suburban","Married","Web","Basic","Personal","Four-Door Car","Midsize","61","27","7","1493","3","2545","-898"
"2423","KB54415","Arizona","High School","Disabled","Male","13449","Suburban","Single","Agent","Basic","Personal","Four-Door Car","Large","68","56","28","1015","2","1463","2345"
"2424","KB58189","Oregon","Associate","Employed","Female","69230","Urban","Married","Agent","Basic","Special","Four-Door Car","Midsize","63","45","31","1399","4","4108","-1273"
"2425","KB72438","California","High School","Employed","Female","65989","Rural","Married","Call Center","Extended","Personal","SUV","Midsize","123","27","4","1157","2","2089","1232"
"2426","KB75939","Oregon","Bachelor","Disabled","Female","23059","Rural","Divorced","Branch","Extended","Corporate","Sports Car","Midsize","126","49","30","1032","3","2658","3516"
"2427","KB90953","California","Bachelor","Employed","Female","98710","Urban","Married","Branch","Extended","Personal","Sports Car","Midsize","123","57","21","1796","3","2618","4393"
"2428","KC11055","Nevada","Bachelor","Employed","Female","39411","Suburban","Married","Branch","Extended","Personal","Luxury Car","Midsize","217","27","4","1263","3","2635","3224"
"2429","KC17170","Arizona","Bachelor","Employed","Female","54422","Rural","Married","Branch","Basic","Corporate","Four-Door Car","Midsize","68","31","9","1157","2","1832","276"
"2430","KC17606","California","Associate","Employed","Female","27444","Urban","Married","Web","Basic","Personal","Four-Door Car","Large","66","40","21","2042","2","2838","-198"
"2431","KC19420","California","Associate","Disabled","Female","19589","Suburban","Married","Agent","Extended","Personal","SUV","Large","127","45","26","1288","2","2110","3605"
"2432","KC26486","Arizona","Bachelor","Employed","Female","46503","Suburban","Divorced","Agent","Extended","Personal","Luxury SUV","Midsize","215","39","4","1128","3","2840","5545"
"2433","KC32511","Oregon","Master","Employed","Female","97131","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Small","64","40","5","1285","3","3475","-915"
"2434","KC36987","Oregon","Bachelor","Employed","Male","47950","Urban","Married","Branch","Premium","Personal","SUV","Midsize","170","37","23","1547","3","2691","3599"
"2435","KC49055","Oregon","Bachelor","Employed","Male","21835","Suburban","Married","Agent","Extended","Personal","Two-Door Car","Midsize","92","34","2","1741","2","2673","455"
"2436","KC67431","California","Associate","Employed","Female","46707","Rural","Married","Branch","Extended","Personal","Sports Car","Midsize","133","26","7","1400","2","2305","1153"
"2437","KC67652","Arizona","Doctoral","Employed","Male","71255","Rural","Single","Agent","Extended","Personal","Sports Car","Midsize","138","64","28","1849","2","2930","5902"
"2438","KC67832","California","Associate","Employed","Male","80028","Rural","Married","Web","Extended","Corporate","Four-Door Car","Midsize","86","63","34","2118","2","2694","2724"
"2439","KC69320","Arizona","Bachelor","Employed","Female","28582","Suburban","Single","Agent","Basic","Personal","Sports Car","Small","112","58","27","1334","3","2848","3648"
"2440","KC71643","Oregon","High School","Employed","Male","99144","Suburban","Married","Call Center","Basic","Corporate","Four-Door Car","Midsize","61","63","29","1740","3","3474","369"
"2441","KC79907","Arizona","Associate","Employed","Female","91915","Rural","Divorced","Call Center","Basic","Personal","Luxury Car","Midsize","186","23","0","1141","1","1141","3137"
"2442","KD16729","Nevada","Associate","Employed","Male","21144","Urban","Married","Branch","Extended","Personal","Two-Door Car","Midsize","86","21","6","1788","2","2548","-742"
"2443","KD23847","Arizona","High School","Employed","Female","76374","Suburban","Divorced","Call Center","Basic","Personal","Four-Door Car","Small","61","51","21","1107","2","1572","1539"
"2444","KD47243","California","Bachelor","Employed","Female","91469","Urban","Single","Agent","Basic","Personal","SUV","Small","100","33","11","1725","2","2487","813"
"2445","KD52867","Oregon","High School","Employed","Female","37138","Suburban","Single","Branch","Extended","Personal","Two-Door Car","Midsize","85","21","4","1237","2","2268","-483"
"2446","KD63933","California","Associate","Medical Leave","Male","24030","Suburban","Single","Agent","Basic","Personal","Luxury SUV","Midsize","194","48","14","1900","2","2524","6788"
"2447","KD63998","California","Associate","Employed","Male","56342","Suburban","Single","Call Center","Basic","Personal","Four-Door Car","Small","69","31","12","2325","2","3099","-960"
"2448","KD70601","Washington","Associate","Employed","Female","54834","Urban","Single","Web","Basic","Corporate","Four-Door Car","Midsize","72","58","23","1894","3","2826","1350"
"2449","KE35335","Washington","Associate","Employed","Female","75333","Urban","Married","Web","Extended","Personal","Four-Door Car","Small","90","31","15","1539","2","2399","391"
